titulo,descripcion,categoria,latitud,longitud,fecha
"Choque en Presidencia Roque Sáenz Peña, Chaco: tránsito reducido","Testigos informan un accidente de tránsito en un área industrial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-26.764119,-60.42467,2/17/2024
"Sismo percibido en La Rioja, La Rioja: sin daños reportados",Usuarios reportan un temblor cerca de una estación de servicio. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. (esta mañana).,Sismo,-29.394499,-66.876784,1/10/2024
"Deslizamiento de ladera en Salta, Salta: precaución en accesos","Se reporta (esta noche) un deslizamiento de tierra/rocas en un puente/viaducto. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-24.806686,-65.432828,11/12/2025
"Incendio en San Martín de los Andes, Neuquén: bomberos trabajan en el lugar","Se reporta un incendio en un área industrial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-40.146533,-71.381128,5/31/2025
"Sismo percibido en Tafí del Valle, Tucumán: sin daños reportados",Usuarios reportan un temblor en un barrio residencial. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. (esta tarde).,Sismo,-26.878427,-65.733179,5/14/2025
"Incendio en Jáchal, San Juan: bomberos trabajan en el lugar","Se reporta un incendio cerca de una estación de servicio. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-30.231708,-68.743969,4/25/2024
"Incendio en Viedma, Río Negro: bomberos trabajan en el lugar",Se reporta un incendio en un puente/viaducto. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-40.785176,-63.013262,3/15/2024
"Choque en La Plata, Buenos Aires: tránsito reducido","Testigos informan (en las últimas horas) un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-34.948529,-57.937129,1/6/2025
"Atención: aumento de consultas respiratorias en Trelew, Chubut",Vecinos informan alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-43.245971,-65.293683,10/2/2024
"Alerta por robos en Junín, Buenos Aires: piden reforzar cuidados","Se reportan (esta noche) hechos de inseguridad en la salida hacia la ruta. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-34.560899,-60.925075,10/12/2025
"Incendio forestal cerca de Caleta Olivia, Santa Cruz: humo visible",Se reporta un foco de incendio en vegetación en un área industrial. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos.,Incendio forestal,-46.420467,-67.518194,3/29/2024
"Incendio en San Nicolás, Buenos Aires: bomberos trabajan en el lugar",Se reporta (esta noche) un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-33.331863,-60.221563,8/14/2025
"Choque en Necochea, Buenos Aires: tránsito reducido",Testigos informan un accidente de tránsito en un puente/viaducto. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-38.560934,-58.728229,1/22/2025
"Alerta por robos en Campana, Buenos Aires: piden reforzar cuidados",Se reportan hechos de inseguridad en inmediaciones de una escuela. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-34.171272,-58.951466,7/10/2025
"Incendio forestal cerca de Ushuaia, Tierra del Fuego: humo visible",Se reporta (en las últimas horas) un foco de incendio en vegetación cerca de un parque/plaza. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos.,Incendio forestal,-54.803303,-68.319727,5/25/2024
"Deslizamiento de ladera en Tilcara, Jujuy: precaución en accesos","Se reporta un deslizamiento de tierra/rocas sobre un acceso principal. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-23.593781,-65.415459,11/8/2025
"Tormenta con granizo en Tandil, Buenos Aires: daños en vehículos","Vecinos reportan caída de granizo en la salida hacia la ruta. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. Si tenés info actualizada, comentá para ayudar a otros.",Granizo,-37.333116,-59.142098,9/14/2024
"Altas temperaturas en Tilcara, Jujuy: alertan por golpe de calor","Se reportan temperaturas elevadas en un corredor comercial. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-23.60282,-65.402067,4/1/2025
"Alerta por robos en Presidencia Roque Sáenz Peña, Chaco: piden reforzar cuidados",Se reportan (al mediodía) hechos de inseguridad cerca de una estación de servicio. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-26.793184,-60.437558,8/31/2024
"Incendio forestal cerca de Esquel, Chubut: humo visible","Se reporta un foco de incendio en vegetación en la salida hacia la ruta. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-42.942952,-71.33342,8/27/2025
"Tormenta con granizo en Chilecito, La Rioja: daños en vehículos","Vecinos reportan caída de granizo en un puente/viaducto. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. Si tenés info actualizada, comentá para ayudar a otros. (esta noche).",Granizo,-29.19202,-67.491831,3/31/2024
"Tormenta con granizo en Jáchal, San Juan: daños en vehículos",Vecinos reportan caída de granizo en un área industrial. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad.,Granizo,-30.226656,-68.754156,2/12/2024
"Corte parcial por protesta en Jesús María, Córdoba",Vecinos informan una manifestación en un área industrial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-30.988479,-64.089378,9/25/2025
"Calles anegadas en Puerto Iguazú, Misiones tras lluvias intensas","Vecinos informan (esta noche) anegamientos y acumulación de agua sobre un acceso principal. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-25.606336,-54.572051,5/23/2025
"Atención: aumento de consultas respiratorias en Concordia, Entre Ríos","Vecinos informan alta demanda en guardias en un área industrial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.372425,-58.026006,4/29/2025
"Sismo percibido en Orán, Salta: sin daños reportados","Usuarios reportan un temblor cerca de un parque/plaza. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros.",Sismo,-23.166929,-64.339155,7/24/2024
"Atención: aumento de consultas respiratorias en Tandil, Buenos Aires",Vecinos informan alta demanda en guardias en inmediaciones de una escuela. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-37.312607,-59.159613,8/14/2024
"Atención: aumento de consultas respiratorias en Tafí del Valle, Tucumán","Vecinos informan (al mediodía) alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-26.848435,-65.7365,11/28/2025
"Demoras en transporte en Pinamar, Buenos Aires",Usuarios informan demoras y cancelaciones en la zona céntrica. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-37.087383,-56.883587,2/20/2025
"Altas temperaturas en San Miguel de Tucumán, Tucumán: alertan por golpe de calor","Se reportan temperaturas elevadas en un puente/viaducto. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-26.827131,-65.215267,6/16/2025
"Derrame de combustible en Junín, Buenos Aires: calzada resbaladiza",Se reporta (esta noche) un derrame de combustible en inmediaciones de una escuela. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-34.583141,-60.948087,2/22/2024
"Nevada en Comodoro Rivadavia, Chubut: rutas con baja adherencia",Se registran (al mediodía) nevadas en la salida hacia la ruta. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas.,Nevada,-45.886195,-67.51415,10/29/2025
"Derrame de combustible en San Clemente del Tuyú, Buenos Aires: calzada resbaladiza","Se reporta un derrame de combustible en un área industrial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-36.366395,-56.725714,7/23/2025
"Incendio en Junín, Buenos Aires: bomberos trabajan en el lugar","Se reporta un incendio en un corredor comercial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-34.564397,-60.971181,8/12/2024
"Ráfagas fuertes en Avellaneda, Buenos Aires: caída de ramas y carteles",Se reportan ráfagas intensas sobre un acceso principal. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-34.663823,-58.340508,3/31/2025
"Choque en Córdoba, Córdoba: tránsito reducido",Testigos informan (al mediodía) un accidente de tránsito en la salida hacia la ruta. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-31.398342,-64.214484,9/2/2025
"Alerta por robos en La Plata, Buenos Aires: piden reforzar cuidados","Se reportan hechos de inseguridad cerca de una estación de servicio. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-34.910902,-57.966806,8/4/2024
"Atención: aumento de consultas respiratorias en San Miguel de Tucumán, Tucumán","Vecinos informan alta demanda en guardias sobre un acceso principal. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-26.826202,-65.242108,2/21/2024
"Atención: aumento de consultas respiratorias en Río Gallegos, Santa Cruz",Vecinos informan (esta mañana) alta demanda en guardias cerca de un parque/plaza. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-51.597569,-69.238796,6/12/2024
"Ráfagas fuertes en Avellaneda, Buenos Aires: caída de ramas y carteles",Se reportan ráfagas intensas en un área industrial. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-34.647939,-58.378026,9/21/2024
"Ráfagas fuertes en Neuquén, Neuquén: caída de ramas y carteles","Se reportan (esta noche) ráfagas intensas sobre un acceso principal. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-38.972241,-68.071636,11/1/2025
"Derrame de combustible en Mendoza, Mendoza: calzada resbaladiza",Se reporta un derrame de combustible cerca de una estación de servicio. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-32.878766,-68.868938,12/26/2024
"Deslizamiento de ladera en Cutral Có, Neuquén: precaución en accesos","Se reporta (esta noche) un deslizamiento de tierra/rocas en un barrio residencial. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-38.914836,-69.206523,7/24/2024
